ref_sample,ref_time,dp_group,top1_group,top1_clip,top1_source_time,top1_score,top2_group,top2_clip,top2_source_time,top2_score,top3_group,top3_clip,top3_source_time,top3_score,top4_group,top4_clip,top4_source_time,top4_score,top5_group,top5_clip,top5_source_time,top5_score,score_YOSHINO,score_SAKURI,score_TSUKUYOMI,score_MOMIJI,score_SETSUKA,score_MAGIC
285,71.26295471191406,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,25.75,0.9683660864830017,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,25.5,0.8887506723403931,SAKURI,Single continuous 4-second closing take_ Begin exactly at th.mp4,1.75,0.7946405410766602,SAKURI,Single continuous 4-second closing take_ Begin exactly at th.mp4,2.0,0.7914358377456665,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,26.0,0.7861421704292297,0.4258202314376831,0.9683660864830017,0.3213585913181305,0.41210153698921204,0.31118395924568176,0.35051247477531433
286,71.51300048828125,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,25.75,0.9118466377258301,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,26.0,0.8415567874908447,SAKURI,Single continuous 4-second closing take_ Begin exactly at th.mp4,2.0,0.8321537375450134,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,25.5,0.8095189929008484,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,25.25,0.7499009370803833,0.3665120303630829,0.9118466377258301,0.380681574344635,0.4417257606983185,0.3400101661682129,0.41031795740127563
287,71.76304626464844,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,26.25,0.4704153537750244,SAKURI,Single continuous 4-second closing take_ Begin exactly at th.mp4,2.25,0.46584969758987427,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,26.0,0.3802732825279236,SAKURI,Create one continuous four-second in-camera transition betwe.mp4,2.75,0.36719077825546265,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,25.75,0.35287851095199585,0.1641722470521927,0.4704153537750244,0.24547627568244934,0.21319249272346497,0.2026992291212082,0.20590642094612122
288,72.01309204101562,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,26.5,0.6652223467826843,SAKURI,Single continuous 4-second closing take_ Begin exactly at th.mp4,2.75,0.5908938050270081,SAKURI,Single continuous 4-second closing take_ Begin exactly at th.mp4,2.5,0.514031171798706,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,26.25,0.5089010000228882,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,26.75,0.44799086451530457,0.22082699835300446,0.6652223467826843,0.2885339856147766,0.33446455001831055,0.26978641748428345,0.19540858268737793
289,72.26313781738281,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,26.75,0.748348593711853,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,26.5,0.7071230411529541,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.5,0.6031312942504883,SAKURI,Single continuous 4-second closing take_ Begin exactly at th.mp4,2.75,0.5905709862709045,SAKURI,One continuous four-second macro fabric repair shot connecti.mp4,3.75,0.46175476908683777,0.13494287431240082,0.748348593711853,0.30938053131103516,0.31277191638946533,0.22099795937538147,0.31618282198905945
290,72.51318359375,SAKURI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.0,0.9738109111785889,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.0,0.8330610394477844,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.75,0.7823919653892517,SAKURI,Single continuous 4-second closing take_ Begin exactly at th.mp4,3.0,0.7522525787353516,SAKURI,One continuous four-second macro fabric repair shot connecti.mp4,4.0,0.751926839351654,0.3312375247478485,0.8330610394477844,0.9738109111785889,0.4538739323616028,0.4299934506416321,0.3118681311607361
291,72.76322937011719,SAKURI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.0,0.688302755355835,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.0,0.6669360995292664,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.25,0.5904028415679932,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.25,0.5717820525169373,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.0,0.5413892865180969,0.22773703932762146,0.6669360995292664,0.688302755355835,0.3281418979167938,0.2218550443649292,0.31935790181159973
292,73.01327514648438,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.5,0.9174017310142517,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.75,0.8169960975646973,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.0,0.7920572757720947,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.25,0.7803745269775391,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.0,0.7587742209434509,0.2611791491508484,0.9174017310142517,0.5843586325645447,0.403959721326828,0.23970122635364532,0.2541062831878662
293,73.26332092285156,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.75,0.9680556654930115,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.0,0.8880138397216797,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.25,0.8791694641113281,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.5,0.85258948802948,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.75,0.8318037986755371,0.26086100935935974,0.9680556654930115,0.6090330481529236,0.4009212851524353,0.20396742224693298,0.13221170008182526
294,73.51336669921875,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.0,0.9908918142318726,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.25,0.9750587940216064,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.0,0.9271014332771301,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.75,0.9216194152832031,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.5,0.914276659488678,0.21998262405395508,0.9908918142318726,0.5369295477867126,0.3544740080833435,0.15592245757579803,0.11738134920597076
295,73.76341247558594,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.0,0.9599398374557495,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.25,0.9471797347068787,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.0,0.8961973190307617,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.5,0.8896985054016113,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.75,0.8869901299476624,0.2389007955789566,0.9599398374557495,0.5210910439491272,0.37527453899383545,0.15719780325889587,0.1120249480009079
296,74.01345825195312,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.0,0.939354658126831,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.25,0.9132816791534424,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.5,0.875190019607544,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.0,0.8538318872451782,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.75,0.8524287939071655,0.21698668599128723,0.939354658126831,0.48346346616744995,0.3663257956504822,0.15684857964515686,0.11427642405033112
297,74.26350402832031,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.75,0.9290676116943359,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.0,0.9267444610595703,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.25,0.9133958220481873,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.0,0.8737170696258545,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.75,0.8569192886352539,0.202002614736557,0.9290676116943359,0.5338797569274902,0.32288700342178345,0.14994116127490997,0.12207360565662384
298,74.5135498046875,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.0,0.93413245677948,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.0,0.9303220510482788,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.25,0.928321123123169,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.75,0.8839114904403687,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.75,0.8720577955245972,0.22757261991500854,0.93413245677948,0.5077688097953796,0.33930569887161255,0.1383609026670456,0.1587987095117569
299,74.76359558105469,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.0,0.8876627683639526,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.0,0.887436032295227,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.25,0.8661594986915588,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.25,0.8567084074020386,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.75,0.8429006934165955,0.2514020502567291,0.8876627683639526,0.4972755014896393,0.30385714769363403,0.1483287513256073,0.15444375574588776
300,75.01364135742188,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.5,0.9339016675949097,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.25,0.8484270572662354,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.75,0.8348650932312012,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.0,0.8038228750228882,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.25,0.7780649065971375,0.20135822892189026,0.9339016675949097,0.4761047959327698,0.3151450455188751,0.1362992525100708,0.10811088979244232
301,75.26368713378906,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.75,0.9900420904159546,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.25,0.9619901180267334,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.0,0.9185956716537476,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.5,0.8981173038482666,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.25,0.7970237731933594,0.20852164924144745,0.9900420904159546,0.4061397314071655,0.343801885843277,0.19397248327732086,0.10778702795505524
302,75.51373291015625,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.0,0.9973609447479248,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.25,0.9682464599609375,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.75,0.9641416072845459,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.5,0.7901894450187683,SAKURI,One continuous four-second macro fabric repair shot connecti.mp4,3.5,0.699899435043335,0.19131438434123993,0.9973609447479248,0.3495903015136719,0.32503557205200195,0.22382482886314392,0.12982022762298584
303,75.76377868652344,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.25,0.9912182092666626,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.0,0.9823931455612183,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.75,0.9668407440185547,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.5,0.7828903794288635,SAKURI,One continuous four-second macro fabric repair shot connecti.mp4,3.5,0.6845484972000122,0.19061674177646637,0.9912182092666626,0.3472927510738373,0.3376266658306122,0.22677376866340637,0.1320687234401703
304,76.01382446289062,SAKURI,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.75,0.8940398693084717,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.25,0.8884565830230713,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.0,0.8193503618240356,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.5,0.8176993131637573,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.5,0.8067542910575867,0.23401886224746704,0.8940398693084717,0.41732630133628845,0.3401396870613098,0.17012518644332886,0.19670364260673523
305,76.26386260986328,SAKURI,SAKURI,One continuous four-second macro fabric repair shot connecti.mp4,0.0,0.7179040908813477,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.75,0.7139589786529541,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,29.0,0.6818581819534302,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,28.0,0.6581069827079773,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.5,0.6477974653244019,0.31586289405822754,0.7179040908813477,0.5627090930938721,0.34807753562927246,0.22026146948337555,0.2337614744901657
306,76.51390838623047,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.0,0.9232546091079712,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.25,0.826525092124939,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.0,0.813929557800293,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,30.75,0.6912096738815308,SAKURI,One continuous four-second macro fabric repair shot connecti.mp4,4.0,0.6785310506820679,0.3560202717781067,0.813929557800293,0.9232546091079712,0.4529745280742645,0.42485201358795166,0.3542681336402893
307,76.76395416259766,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.25,0.8834741115570068,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.5,0.7267869114875793,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.0,0.6159486174583435,SAKURI,SAKURI_NO_NAMEPLATE_SAFE_MASTER_1080P48.mp4,27.0,0.5707026124000549,SAKURI,Single continuous 4-second closing take_ Begin exactly at th.mp4,3.0,0.5282276272773743,0.23648376762866974,0.5707026124000549,0.8834741115570068,0.3613511025905609,0.3704392611980438,0.2979136109352112
308,77.01399993896484,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.5,0.9107435941696167,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.75,0.7521194219589233,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.25,0.5590829849243164,SAKURI,One continuous four-second macro fabric repair shot connecti.mp4,0.25,0.4328431487083435,SAKURI,Single continuous 4-second closing take_ Begin exactly at th.mp4,3.0,0.43058833479881287,0.17429889738559723,0.4328431487083435,0.9107435941696167,0.3091801702976227,0.37209972739219666,0.32816118001937866
309,77.26404571533203,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.75,0.8747142553329468,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,1.0,0.5376258492469788,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.5,0.4915526807308197,SETSUKA,Create a seamless transition from the supplied snowy forest.mp4,2.0,0.35887765884399414,MAGIC,One continuous five-second invitation gesture from the suppl.mp4,2.5,0.33636921644210815,0.15292388200759888,0.3048616945743561,0.8747142553329468,0.33009982109069824,0.35887765884399414,0.33636921644210815
310,77.51409149169922,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,1.0,0.6268289089202881,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.5,0.3230423629283905,SAKURI,Single continuous 4-second closing take_ Begin exactly at th.mp4,2.0,0.3158884644508362,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.75,0.2738286852836609,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.0,0.26611387729644775,0.14005999267101288,0.3158884644508362,0.6268289089202881,0.2452021986246109,0.2073933184146881,0.2566133141517639
311,77.7641372680664,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,1.25,0.7856279015541077,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,1.75,0.35568198561668396,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,0.75,0.32335054874420166,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,2.5,0.2882891297340393,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,2.5,0.27010253071784973,0.19815167784690857,0.16777130961418152,0.7856279015541077,0.2632390856742859,0.22251573204994202,0.24886475503444672
312,78.0141830444336,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,1.5,0.5658515095710754,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.75,0.532329797744751,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.5,0.5321829915046692,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,1.75,0.5063000917434692,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.49801498651504517,0.1873096376657486,0.2459718883037567,0.5658515095710754,0.2881631553173065,0.22655721008777618,0.2664291560649872
313,78.26422882080078,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,1.75,0.7948687076568604,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.5,0.5220107436180115,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.75,0.5082805156707764,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.500048041343689,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.75,0.48853668570518494,0.14959965646266937,0.23620036244392395,0.7948687076568604,0.22092434763908386,0.2772912085056305,0.2835761606693268
314,78.51427459716797,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,1.75,0.5627599954605103,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,2.5,0.46978461742401123,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.5,0.4623853266239166,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.75,0.4472900331020355,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.440279483795166,0.20255091786384583,0.2031603753566742,0.5627599954605103,0.1447783261537552,0.24296104907989502,0.24608364701271057
315,78.76432037353516,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,1.75,0.4405595362186432,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.25,0.43670663237571716,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.5,0.4336204528808594,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.75,0.41500452160835266,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.0,0.4133600890636444,0.1086660623550415,0.3129134476184845,0.4405595362186432,0.21209318935871124,0.26127052307128906,0.17598015069961548
316,79.01436614990234,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,2.5,0.5934485197067261,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,1.75,0.5425951480865479,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.5,0.5050883889198303,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.5,0.49278944730758667,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.48849329352378845,0.15600740909576416,0.24442341923713684,0.5934485197067261,0.23113320767879486,0.2526938021183014,0.31367433071136475
317,79.26441192626953,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,2.75,0.5214994549751282,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.0,0.4701381027698517,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.75,0.420270174741745,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.41513359546661377,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.0,0.41134676337242126,0.12792569398880005,0.28042876720428467,0.5214994549751282,0.21223647892475128,0.32683372497558594,0.20344239473342896
318,79.51445770263672,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.25,0.6020063757896423,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.5,0.57432621717453,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.0,0.5668131113052368,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.75,0.5612158179283142,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.5591933131217957,0.20761394500732422,0.23758938908576965,0.6020063757896423,0.3741394579410553,0.40712547302246094,0.17935508489608765
319,79.7645034790039,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.25,0.7683053016662598,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.5,0.7626377940177917,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.75,0.7602983117103577,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.759758710861206,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.0,0.7485178709030151,0.25707316398620605,0.2885919511318207,0.7683053016662598,0.39405912160873413,0.3903605341911316,0.29378384351730347
320,80.0145492553711,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.75,0.9802058339118958,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,4.0,0.9717296361923218,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.0,0.969323992729187,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.964313805103302,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.5,0.924410879611969,0.254696249961853,0.29433155059814453,0.9802058339118958,0.3645351529121399,0.2933494746685028,0.33508768677711487
321,80.26459503173828,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.75,0.9980573654174805,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,4.0,0.9950167536735535,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.0,0.9924628734588623,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.9751214385032654,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.5,0.9240456819534302,0.2079392373561859,0.2909855246543884,0.9980573654174805,0.3647115230560303,0.2853536009788513,0.34883126616477966
322,80.51464080810547,TSUKUYOMI,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.75,0.9947940707206726,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,4.0,0.9935183525085449,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.0,0.9930712580680847,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.9783547520637512,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.5,0.9239944815635681,0.209283247590065,0.29137957096099854,0.9947940707206726,0.3601982295513153,0.28532806038856506,0.33943358063697815
323,80.76468658447266,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.9881199598312378,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.5,0.9756362438201904,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.75,0.957293689250946,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.0,0.9409558176994324,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,4.0,0.9396055936813354,0.2250433713197708,0.29822999238967896,0.9881199598312378,0.3376196324825287,0.3264598548412323,0.3512507379055023
324,81.01473236083984,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.5,0.9907419085502625,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.75,0.9708118438720703,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.926922619342804,TSUKUYOMI,Create one continuous 4-second cinematic transition between.mp4,3.75,0.878960371017456,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.0,0.8700962066650391,0.25228387117385864,0.31961023807525635,0.9907419085502625,0.3079777956008911,0.3350115418434143,0.3762345612049103
325,81.26477813720703,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.75,0.9870142936706543,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.0,0.9617012739181519,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.5,0.9166540503501892,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.25,0.8204436302185059,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.25,0.8185063600540161,0.2959718406200409,0.3411731719970703,0.9870142936706543,0.3089728355407715,0.3225366473197937,0.3995979428291321
326,81.51482391357422,TSUKUYOMI,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.0,0.9817758202552795,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.25,0.9298543334007263,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.75,0.8938827514648438,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,0.5,0.8124375343322754,TSUKUYOMI,Single continuous cinematic shot of the exact same adult wom.mp4,1.5,0.7682997584342957,0.2999361455440521,0.323965847492218,0.9817758202552795,0.31906983256340027,0.3133313059806824,0.38407573103904724
